cid,url,catalog_year,course_id,title,credits,attempts,department,Description,Prerequisite(s),Schedule Type,Hours of Lecture or Seminar per week,Hours of Lab or Studio per week,When Offered,Notes,Grading,Corequisite(s)
AIT597,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=301604,2016-2017,AIT 597,Developing IT Leaders of Integrity,3,Not Repeatable for Credit,Information Sciences and Technology,"ÊConsiders the cultural and organizational influences and focuses on leadership's ethical dimensions. Students identify their core values, study the attributes of effective  and toxic leaders, and examine the difference between managing and  leading through selected readings, discussions, team projects, in-class activities and guest presentations. Students practice and receive in-class coaching to hone their leadership skills.","Registered student in MS, Applied IT or by instructor's permission.",LEC,3,0,"Fall, Spring",Course cannot be used to satisfy course requirements for PhD IT students.,,
AIT601,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308777,2016-2017,AIT 601,Foundations of Applied Information Technology,3,Not Repeatable for Credit,Information Sciences and Technology,"ÊIntroduces students to foundational scholarship in applied information technology. Reviews seminal readings and applications of information technology. Students learn about the interdisciplinary history of the field, are introduced to influential scholars and important topics, and get an overview of key theoretical paradigms in applied information technology.",Admission to a graduate program in Applied IT.,LEC,3,0,"Fall, Spring",,,
AIT602,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308778,2016-2017,AIT 602,Introduction to Research in Applied Information Technology,3,Not Repeatable for Credit,Information Sciences and Technology,"ÊIntroduces students to research methods required to conduct original research in applied information technology. Reviews different research approaches and methods, discusses issues of data collection, validity reliability, data analysis, and interpretation. Throughout, seminal research papers will be used as case studies and students will also learn to read and understand research.",Admission to a graduate program in Applied IT.,LEC,3,0,,,,
AIT603,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308779,2016-2017,AIT 603,Research Practice,3,Not Repeatable for Credit,Information Sciences and Technology,"ÊComplementing AIT 602's treatment on the nature of AIT research, this course examines various pragmatic aspects of conducting research, including: research venues, public & private funding sources, grant proposals, publishing, regulation and reporting obligations, operating labs and centers, legal and intellectual property issues, collaboration nationally and internationally.",AIT 602 or equivalent.,LEC,3,0,"Fall, Spring",,,
AIT614,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=318130,2016-2017,AIT 614,Data Engineering Emerging Technologies,3,Not Repeatable for Credit,Information Sciences and Technology,".ÊHands-on course discusses emerging technologies for big data analytics and their applications in real-world environments. Students apply learned concepts and best practices using several emerging technology tools simulating development, implementation, and use of big data analytical systems. Topics include RDBMS, SQL, NoSQL, R, MapReduce Programming paradigm, Hadoop, HDFS, HIVE, PIG and others in the Hadoop ecosystem for unstructured data analytics.",IT 314 or equivalent.,LEC,,,"Fall, Spring",,,
AIT622,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308669,2016-2017,AIT 622,Determining Needs for Complex Big Data Systems,3,Not Repeatable for Credit,Information Sciences and Technology,"ÊExplores Big Data Systems Engineering methodologies for consensus in system needs among stakeholders having different perspectives, competing objectives. Course goal is more efficient delivery of results coming from the rigor of traditional methods. Traditional methods establish foundation for extensions to non-traditional, streamlining methods. Principles, explained and demonstrated, are applied by students to a case study based project and individual assignments/labs.","Admission to a graduate program in Applied IT or Health Informatics, or permission of the instructor.",LEC,3,0,"Fall, Spring",,,
AIT624,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308670,2016-2017,AIT 624,Semantic Web Tools for Multimedia Applications,3,Not Repeatable for Credit,Information Sciences and Technology,"ÊMethods, languages, and tools related to the knowledge technologies for Multimedia Applications from an applied perspective with the focus on relevant research problems. Combines survey lectures with in-depth presentation of relevant issues through seminars, and hands-on experience with existing technologies and data sources.",IT 306 and IT 481 and MATH 125.,LEC,3,0,"Fall, Spring",,,
AIT631,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308902,2016-2017,AIT 631,Advanced Decision Making in IT Ventures,3,Not Repeatable for Credit,Information Sciences and Technology,ÊThe course provides students with an understanding of decision making processes and methodologies needed to successfully run IT companies. Topics include: assessment of IT ideas and investments; measuring IT investments performance; forecasting methods; multi-criteria information technology decision making methods; decision support systems; value analysis and benefit/risk methodologies.,IT 496 or equivalent,LEC,3,,"Fall, Spring",,,
AIT650,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308862,2016-2017,AIT 650,Distributed Systems and Overlay Networking,3,Not Repeatable for Credit,Information Sciences and Technology,"ÊThis graduate level seminar examines advanced networking research topics and potential applications, including distributed systems, peer-to-peer and overlay net workings, routing, protocols, replication strategies, tree formation, resource sharing, fault tolerance, and network modeling.","This course requires thorough understanding of computer networking, IP and TCP protocols, congestion control, queuing, and addressing and routing mechanisms.",LEC,3,,"Fall, Spring",,,
AIT665,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=301605,2016-2017,AIT 665,Managing Information Technology Programs in the Federal Sector,3,Not Repeatable for Credit,Information Sciences and Technology,"ÊThis case study-grounded seminar introduces student team members to the unique complexities of the Federal Sector, including Congressional and Executive Branch oversight, reporting, justifying and sustaining annually very large IT programs. Course cannot be used to satisfy course requirements for PhD IT students.",Permission of instructor.,SEM,3,0,"Fall, Spring",,,
AIT670,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=307636,2016-2017,AIT 670,Best Practices Managing Security and Privacy for Cloud Computing,3,Not Repeatable for Credit,Information Sciences and Technology,"ÊOffers a survey of security and privacy issues in Cloud Computing systems, along with an overview of current solutions and available technologies. Examines cloud computing models and threat model and security issues related to data and computation outsourcing, and explores practical applications of secure Cloud Computing.","Restricted to MS, Applied IT program majors or permission of instructor.",LEC,3,0,"Fall, Spring",,,
AIT671,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=307783,2016-2017,AIT 671,Information System Infrastructure Lifecycle Management,3,Not Repeatable for Credit,Information Sciences and Technology,"ÊExamines information system infrastructure lifecycle management including the audit process, IT governance and best practices, system and infrastructure control, IT service delivery and support, protection of information assets, physical security, business and disaster recovery.","Registration in MS, Applied IT program or permission of Instructor.",LEC,3,0,"Fall, Spring.",,,
